Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1992;NA;0.978;0.978;0.978;NA;4840;114.102.014.573.511;NA;NA;4840;NA;NA;NA;NA;1.06;1.06;1.06
1993;NA;1.06;1.06;1.06;NA;5110;120.467.209.601.372;NA;NA;5110;NA;NA;NA;NA;1.05;1.05;1.05
1994;NA;1.17;1.17;1.17;NA;5200;122.588.941.277.325;NA;NA;5200;NA;NA;NA;NA;0.978;0.978;0.978
1995;NA;1.19;1.19;1.19;NA;6180;145.692.241.748.821;NA;NA;6180;NA;NA;NA;NA;1.17;1.17;1.17
1996;NA;1.15;1.15;1.15;NA;6900;162.666.095.156.451;NA;NA;6900;NA;NA;NA;NA;1.38;1.38;1.38
1997;NA;0.958;0.958;0.958;NA;6330;149.228.461.208.744;NA;NA;6330;NA;NA;NA;NA;1.48;1.48;1.48
1998;NA;0.92;0.92;0.92;NA;5510;129.897.128.161.166;NA;NA;5510;NA;NA;NA;NA;1.33;1.33;1.33
1999;NA;0.89;0.89;0.89;NA;4830;113.866.266.609.516;NA;NA;4830;NA;NA;NA;NA;1.2;1.2;1.2
2000;NA;0.827;0.827;0.827;NA;4460;105.143.591.941.706;NA;NA;4460;NA;NA;NA;NA;1.17;1.17;1.17
2001;NA;0.765;0.765;0.765;NA;4530;10.679.382.768.967;NA;NA;4530;NA;NA;NA;NA;1.29;1.29;1.29
2002;NA;0.775;0.775;0.775;NA;3530;0.832190312901843;NA;NA;3530;NA;NA;NA;NA;0.964;0.964;0.964
2003;NA;0.808;0.808;0.808;NA;2960;0.697813973424775;NA;NA;2960;NA;NA;NA;NA;0.769;0.769;0.769
2004;NA;0.808;0.808;0.808;NA;2570;0.605872267466781;NA;NA;2570;NA;NA;NA;NA;0.652;0.652;0.652
2005;NA;0.796;0.796;0.796;NA;1880;0.44320617231033;NA;NA;1880;NA;NA;NA;NA;0.468;0.468;0.468
2006;NA;0.898;0.898;0.898;NA;2520;0.594084869267038;NA;NA;2520;NA;NA;NA;NA;0.567;0.567;0.567
2007;NA;1.02;1.02;1.02;NA;2860;0.674239177025289;NA;NA;2860;NA;NA;NA;NA;0.575;0.575;0.575
2008;NA;1.13;1.13;1.13;NA;3500;0.825117873981997;NA;NA;3500;NA;NA;NA;NA;0.647;0.647;0.647
2009;NA;1.24;1.24;1.24;NA;3450;0.813330475782255;NA;NA;3450;NA;NA;NA;NA;0.582;0.582;0.582
2010;NA;1.26;1.26;1.26;NA;3810;0.898199742820403;NA;NA;3810;NA;NA;NA;NA;0.635;0.635;0.635
2011;NA;1.3;1.3;1.3;NA;3860;0.909987141020146;NA;NA;3860;NA;NA;NA;NA;0.626;0.626;0.626
2012;NA;1.42;1.42;1.42;NA;3190;0.752036005143592;NA;NA;3190;NA;NA;NA;NA;0.472;0.472;0.472
2013;NA;1.62;1.62;1.62;NA;3060;0.721388769824261;NA;NA;3060;NA;NA;NA;NA;0.407;0.407;0.407
2014;NA;1.62;1.62;1.62;NA;2810;0.662451778825547;NA;NA;2810;NA;NA;NA;NA;0.367;0.367;0.367
2015;NA;1.51;1.51;1.51;NA;2620;0.617659665666524;NA;NA;2620;NA;NA;NA;NA;0.361;0.361;0.361
2016;NA;1.61;1.61;1.61;NA;2960;0.697813973424775;NA;NA;2960;NA;NA;NA;NA;0.386;0.386;0.386
2017;NA;1.78;1.78;1.78;NA;2790;0.657736819545649;NA;NA;2790;NA;NA;NA;NA;0.333;0.333;0.333
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;BvT;;;;;;;;;;;;;UvT;;
