Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;905000;905000;NA;NA;NA;17400;119.505.494.505.495;NA;0.501;17400;5.98e+10;654000;NA;0.0192265193370166;0.0192265193370166;0.715714285714286;0.715714285714286
2004;746000;746000;NA;NA;NA;22800;156.593.406.593.407;NA;0.405;22800;5.44e+10;550000;NA;0.0305630026809651;0.0305630026809651;0.578571428571429;0.578571428571429
2005;644000;644000;NA;NA;NA;21000;144.230.769.230.769;NA;0.294;21000;3.63e+10;481000;NA;0.0326086956521739;0.0326086956521739;0.42;0.42
2006;367000;367000;NA;NA;NA;27100;186.126.373.626.374;NA;0.603;27100;1.83e+10;284000;NA;0.073841961852861;0.073841961852861;0.861428571428571;0.861428571428571
2007;216000;216000;NA;NA;NA;22900;15.728.021.978.022;NA;0.86;22900;1.09e+10;167000;NA;0.106018518518519;0.106018518518519;122.857.142.857.143;122.857.142.857.143
2008;134000;134000;NA;NA;NA;16200;111.263.736.263.736;NA;1.9;16200;7.21e+09;102000;NA;0.12089552238806;0.12089552238806;271.428.571.428.571;271.428.571.428.571
2009;173000;173000;NA;NA;NA;7410;0.508928571428571;NA;1.62;7410;1.17e+10;124000;NA;0.0428323699421965;0.0428323699421965;231.428.571.428.571;231.428.571.428.571
2010;129000;129000;NA;NA;NA;7480;0.513736263736264;NA;1.26;7480;8.87e+09;94400;NA;0.057984496124031;0.057984496124031;1.8;1.8
2011;311000;311000;NA;NA;NA;12100;0.831043956043956;NA;1.56;12100;2.28e+10;222000;NA;0.0389067524115756;0.0389067524115756;222.857.142.857.143;222.857.142.857.143
2012;235000;235000;NA;NA;NA;9190;0.631181318681319;NA;0.638;9190;1.9e+10;172000;NA;0.0391063829787234;0.0391063829787234;0.911428571428571;0.911428571428571
2013;192000;192000;NA;NA;NA;9730;0.668269230769231;NA;1.39;9730;1.54e+10;141000;NA;0.0506770833333333;0.0506770833333333;198.571.428.571.429;198.571.428.571.429
2014;97300;97300;NA;NA;NA;9660;0.663461538461538;NA;2.92;9660;8.87e+09;73400;NA;0.0992805755395683;0.0992805755395683;417.142.857.142.857;417.142.857.142.857
2015;168000;168000;NA;NA;NA;6310;0.433379120879121;NA;1.77;6310;1.44e+10;120000;NA;0.0375595238095238;0.0375595238095238;252.857.142.857.143;252.857.142.857.143
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;;;
