Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;1.15;NA;NA;NA;18300;0.800437397484964;NA;0.663;18300;0.677;1.15;NA;NA;NA;NA;NA
2003;NA;1.08;NA;NA;NA;16600;0.726079825041006;NA;0.528;16600;0.738;1.08;NA;NA;NA;NA;NA
2004;NA;1.19;NA;NA;NA;14200;0.621104428649535;NA;0.496;14200;1.38;1.19;NA;NA;NA;NA;NA
2005;NA;1.38;NA;NA;NA;16400;0.717331875341717;NA;0.494;16400;0.418;1.38;NA;NA;NA;NA;NA
2006;NA;1.23;NA;NA;NA;16700;0.730453799890651;NA;0.541;16700;0.671;1.23;NA;NA;NA;NA;NA
2007;NA;1.08;NA;NA;NA;17300;0.756697648988518;NA;0.575;17300;1.35;1.08;NA;NA;NA;NA;NA
2008;NA;1.15;NA;NA;NA;21800;0.953526517222526;NA;0.807;21800;1.64;1.15;NA;NA;NA;NA;NA
2009;NA;1.09;NA;NA;NA;20900;0.914160743575724;NA;0.665;20900;0.638;1.09;NA;NA;NA;NA;NA
2010;NA;1.2;NA;NA;NA;20100;0.879168944778568;NA;0.651;20100;0.468;1.2;NA;NA;NA;NA;NA
2011;NA;0.969;NA;NA;NA;23200;101.476.216.511.755;NA;0.868;23200;0.796;0.969;NA;NA;NA;NA;NA
2012;NA;0.707;NA;NA;NA;30900;135.155.822.854.019;NA;1.53;30900;1.41;0.707;NA;NA;NA;NA;NA
2013;NA;0.725;NA;NA;NA;32500;14.215.418.261.345;NA;1.63;32500;0.985;0.725;NA;NA;NA;NA;NA
2014;NA;0.75;NA;NA;NA;33900;148.277.747.402.952;NA;1.87;33900;1.38;0.75;NA;NA;NA;NA;NA
2015;NA;0.71;NA;NA;NA;27300;119.409.513.395.298;NA;1.42;27300;0.503;0.71;NA;NA;NA;NA;NA
2016;NA;0.715;NA;NA;NA;25400;111.098.961.180.973;NA;1.61;25400;1.48;0.715;NA;NA;NA;NA;NA
2017;NA;0.871;NA;NA;NA;30300;132.531.437.944.232;NA;1.65;30300;1.56;0.871;NA;NA;NA;NA;NA
2018;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;0.911;1;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;NA;;
