Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;631;NA;NA;NA;305;0.348770726129217;NA;0.774;305;96400000;631;NA;NA;135.789.473.684.211;135.789.473.684.211;135.789.473.684.211
2003;NA;1880;NA;NA;NA;1400;160.091.480.846.198;NA;2.09;1400;1.27e+08;1880;NA;NA;366.666.666.666.667;366.666.666.666.667;366.666.666.666.667
2004;NA;1750;NA;NA;NA;1690;19.325.328.759.291;NA;2.41;1690;97400000;1750;NA;NA;42.280.701.754.386;42.280.701.754.386;42.280.701.754.386
2005;NA;885;NA;NA;NA;577;0.65980560320183;NA;1.25;577;65400000;885;NA;NA;219.298.245.614.035;219.298.245.614.035;219.298.245.614.035
2006;NA;1170;NA;NA;NA;827;0.94568324757004;NA;1.28;827;69800000;1170;NA;NA;224.561.403.508.772;224.561.403.508.772;224.561.403.508.772
2007;NA;1120;NA;NA;NA;721;0.824471126357919;NA;1.18;721;54600000;1120;NA;NA;207.017.543.859.649;207.017.543.859.649;207.017.543.859.649
2008;NA;806;NA;NA;NA;559;0.639222412807319;NA;1.19;559;43300000;806;NA;NA;208.771.929.824.561;208.771.929.824.561;208.771.929.824.561
2009;NA;859;NA;NA;NA;521;0.59576901086335;NA;1.28;521;39900000;859;NA;NA;224.561.403.508.772;224.561.403.508.772;224.561.403.508.772
2010;NA;1190;NA;NA;NA;514;0.587764436821041;NA;1.18;514;69800000;1190;NA;NA;207.017.543.859.649;207.017.543.859.649;207.017.543.859.649
2011;NA;1620;NA;NA;NA;1060;121.212.121.212.121;NA;1.46;1060;76100000;1620;NA;NA;256.140.350.877.193;256.140.350.877.193;256.140.350.877.193
2012;NA;1800;NA;NA;NA;1070;122.355.631.789.594;NA;1.38;1070;85600000;1800;NA;NA;242.105.263.157.895;242.105.263.157.895;242.105.263.157.895
2013;NA;2010;NA;NA;NA;1250;142.938.822.184.105;NA;1.58;1250;86300000;2010;NA;NA;27.719.298.245.614;27.719.298.245.614;27.719.298.245.614
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
