Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;83900;83900;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;51600;51600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;27100;27100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;52400;52400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;77800;77800;NA;NA;NA;7830;120.307.772.314.675;NA;NA;7830;NA;NA;NA;0.100642673521851;0.100642673521851;NA;NA
2000;65600;65600;NA;NA;NA;9650;148.272.031.013.616;NA;NA;9650;NA;NA;NA;0.147103658536585;0.147103658536585;NA;NA
2001;70800;70800;NA;NA;NA;10300;158.259.266.263.238;NA;NA;10300;NA;NA;NA;0.145480225988701;0.145480225988701;NA;NA
2002;124000;124000;NA;NA;NA;7100;109.091.338.880.484;NA;NA;7100;12600;NA;NA;0.057258064516129;0.057258064516129;NA;NA
2003;51600;51600;NA;NA;NA;6140;0.943409606656581;NA;NA;6140;7650;NA;NA;0.118992248062015;0.118992248062015;NA;NA
2004;110000;110000;NA;NA;NA;6830;104.942.795.007.564;NA;NA;6830;24300;NA;NA;0.0620909090909091;0.0620909090909091;NA;NA
2005;231000;231000;NA;NA;NA;7410;113.854.481.845.688;NA;NA;7410;26400;NA;NA;0.0320779220779221;0.0320779220779221;NA;NA
2006;83900;83900;NA;NA;NA;8270;127.068.362.329.803;NA;NA;8270;1190;NA;NA;0.098569725864124;0.098569725864124;NA;NA
2007;56800;56800;NA;NA;NA;10900;167.478.252.647.504;NA;NA;10900;725;NA;NA;0.191901408450704;0.191901408450704;NA;NA
2008;86500;86500;NA;NA;NA;5850;0.898851172465961;NA;NA;5850;52300;NA;NA;0.0676300578034682;0.0676300578034682;NA;NA
2009;58600;58600;NA;NA;NA;2960;0.454803328290469;NA;NA;2960;44900;NA;NA;0.0505119453924915;0.0505119453924915;NA;NA
2010;42000;42000;NA;NA;NA;586;0.0900387670196672;NA;NA;586;40000;NA;NA;0.013952380952381;0.013952380952381;NA;NA
2011;28500;28500;NA;NA;NA;782;0.120154122541604;NA;NA;782;23600;NA;NA;0.0274385964912281;0.0274385964912281;NA;NA
2012;115000;115000;NA;NA;NA;NA;NA;NA;NA;NA;57500;NA;NA;NA;NA;NA;NA
2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
