Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;1600;1600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.45;0.45;NA;NA
1997;1370;1370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.459124087591241;0.459124087591241;NA;NA
1998;1350;1350;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.457777777777778;0.457777777777778;NA;NA
1999;914;914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.486870897155361;0.486870897155361;NA;NA
2000;1190;1190;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.373109243697479;0.373109243697479;NA;NA
2001;1340;1340;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.385820895522388;0.385820895522388;NA;NA
2002;1530;1530;NA;NA;NA;723;119.839.347.188.576;NA;1.22;723;3.73e+08;2440;NA;0.472549019607843;0.472549019607843;338.888.888.888.889;338.888.888.888.889
2003;1550;1550;NA;NA;NA;583;0.966339410939692;NA;1.4;583;2.81e+08;2090;NA;0.376129032258064;0.376129032258064;388.888.888.888.889;388.888.888.888.889
2004;1100;1100;NA;NA;NA;577;0.956394236899146;NA;1.73;577;2.42e+08;1440;NA;0.524545454545455;0.524545454545455;480.555.555.555.556;480.555.555.555.556
2005;811;811;NA;NA;NA;308;0.510518934081346;NA;1.06;308;2.91e+08;1010;NA;0.379778051787916;0.379778051787916;294.444.444.444.444;294.444.444.444.444
2006;1170;1170;NA;NA;NA;354;0.586765268392197;NA;0.726;354;3.45e+08;1400;NA;0.302564102564103;0.302564102564103;201.666.666.666.667;201.666.666.666.667
2007;1530;1530;NA;NA;NA;579;0.959709294912661;NA;0.939;579;4.37e+08;1990;NA;0.37843137254902;0.37843137254902;260.833.333.333.333;260.833.333.333.333
2008;1770;1770;NA;NA;NA;730;120.999.617.493.306;NA;1.08;730;4.47e+08;2220;NA;0.412429378531073;0.412429378531073;3;3
2009;1720;1720;NA;NA;NA;743;123.154.405.202.091;NA;1.24;743;4.1e+08;2310;NA;0.431976744186047;0.431976744186047;344.444.444.444.444;344.444.444.444.444
2010;1770;1770;NA;NA;NA;647;107.242.126.737.218;NA;1.11;647;3.55e+08;2140;NA;0.365536723163842;0.365536723163842;308.333.333.333.333;308.333.333.333.333
2011;1680;1680;NA;NA;NA;670;11.105.444.345.276;NA;0.901;670;4.05e+08;2210;NA;0.438690476190476;0.438690476190476;250.277.777.777.778;250.277.777.777.778
2012;NA;NA;NA;NA;NA;704;116.690.042.075.736;NA;1.22;704;7.27e+08;2360;NA;NA;NA;338.888.888.888.889;338.888.888.888.889
2013;NA;NA;NA;NA;NA;679;112.546.219.558.842;NA;0.809;679;6.66e+08;2840;NA;NA;NA;224.722.222.222.222;224.722.222.222.222
2014;NA;NA;NA;NA;NA;546;0.90501083768966;NA;0.441;546;5.98e+08;4050;NA;NA;NA;1.225;1.225
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;TBio;;;;;;;;;;;;;Upref;;
