Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;46.7;NA;NA;NA;27.8;164.347.430.650.296;NA;1.2;27.8;1280000;46.7;NA;NA;857.142.857.142.857;857.142.857.142.857;857.142.857.142.857
2001;NA;38.4;NA;NA;NA;22.3;131.832.651.205.093;NA;1.16;22.3;868000;38.4;NA;NA;828.571.428.571.428;828.571.428.571.428;828.571.428.571.428
2002;NA;26.5;NA;NA;NA;14.4;0.851296043656207;NA;1.12;14.4;1470000;26.5;NA;NA;8;8;8
2003;NA;31;NA;NA;NA;10.5;0.620736698499318;NA;0.58;10.5;1110000;31;NA;NA;414.285.714.285.714;414.285.714.285.714;414.285.714.285.714
2004;NA;38.2;NA;NA;NA;20.3;120.009.095.043.201;NA;0.89;20.3;713000;38.2;NA;NA;635.714.285.714.286;635.714.285.714.286;635.714.285.714.286
2005;NA;25.8;NA;NA;NA;12.7;0.750795816280127;NA;0.61;12.7;880000;25.8;NA;NA;435.714.285.714.286;435.714.285.714.286;435.714.285.714.286
2006;NA;26.1;NA;NA;NA;11.3;0.668030923146885;NA;0.72;11.3;1260000;26.1;NA;NA;514.285.714.285.714;514.285.714.285.714;514.285.714.285.714
2007;NA;32.9;NA;NA;NA;13.7;0.809913597089586;NA;0.7;13.7;1060000;32.9;NA;NA;5;5;5
2008;NA;35.3;NA;NA;NA;17.9;105.820.827.648.931;NA;0.86;17.9;1110000;35.3;NA;NA;614.285.714.285.714;614.285.714.285.714;614.285.714.285.714
2009;NA;32.8;NA;NA;NA;11.9;0.70350159163256;NA;0.54;11.9;1240000;32.8;NA;NA;385.714.285.714.286;385.714.285.714.286;385.714.285.714.286
2010;NA;40;NA;NA;NA;15.7;0.928149158708504;NA;0.65;15.7;1340000;40;NA;NA;464.285.714.285.714;464.285.714.285.714;464.285.714.285.714
2011;NA;43.3;NA;NA;NA;25.5;15.075.034.106.412;NA;1.17;25.5;915000;43.3;NA;NA;835.714.285.714.286;835.714.285.714.286;835.714.285.714.286
2012;NA;28.9;NA;NA;NA;15.9;0.939972714870396;NA;1.07;15.9;1050000;28.9;NA;NA;764.285.714.285.714;764.285.714.285.714;764.285.714.285.714
2013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
