Año;Bio;Btrend;BvB;BvT;CPUE;Ctrend;CvMEANC;CvMSY;FF;MCatch;R;SSB;Survey;U;Utrend;UvT;UvU
1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1995;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2006;NA;1100;NA;NA;NA;1570;167.934.395.055.859;NA;1.21;1570;48800000;1100;NA;NA;672.222.222.222.222;672.222.222.222.222;672.222.222.222.222
2007;NA;717;NA;NA;NA;894;0.956263370572855;NA;1.23;894;33900000;717;NA;NA;683.333.333.333.333;683.333.333.333.333;683.333.333.333.333
2008;NA;914;NA;NA;NA;932;0.996909912051343;NA;0.851;932;45800000;914;NA;NA;472.777.777.777.778;472.777.777.777.778;472.777.777.777.778
2009;NA;952;NA;NA;NA;1090;116.591.395.293.558;NA;1.14;1090;2.7e+07;952;NA;NA;633.333.333.333.333;633.333.333.333.333;633.333.333.333.333
2010;NA;800;NA;NA;NA;858;0.917756120751129;NA;1.34;858;2.6e+07;800;NA;NA;744.444.444.444.445;744.444.444.444.445;744.444.444.444.445
2011;NA;626;NA;NA;NA;840;0.898502495840266;NA;1.2;840;42600000;626;NA;NA;666.666.666.666.667;666.666.666.666.667;666.666.666.666.667
2012;NA;452;NA;NA;NA;690;0.738055621583076;NA;1.21;690;32400000;452;NA;NA;672.222.222.222.222;672.222.222.222.222;672.222.222.222.222
2013;NA;856;NA;NA;NA;781;0.835393391965771;NA;0.8;781;18500000;856;NA;NA;444.444.444.444.444;444.444.444.444.444;444.444.444.444.444
2014;NA;1170;NA;NA;NA;759;0.811861183741383;NA;0.875;759;23900000;1170;NA;NA;486.111.111.111.111;486.111.111.111.111;486.111.111.111.111
2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;SSB;;;;;;;;;;;;;UvT;;
